date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue Aug 01 2017, Director,Istanbul,Current Employee ,Director,0,"300+ offices around the world 300+planes flying around the globe with 40,000 employees. Be part of the family, learn from elders and youngers
","Bureacracy, daily commute in Istanbul traffic
Helpfu",,5.0,5.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 12 2017, Business Analyst,Istanbul,Former Employee ,Working at Turkish Airlines,1,"Extra benefits are good such as cheap tickets, nursery subvention
","Getting promotion is hard, and sometimes some people promoted unfairly because of their political references.
Helpful (1",,3.0,3.0,2.0,3.0,5.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Fri Jul 28 2017, International Recruiter,Istanbul,Current Employee ,International Recruiter,0,"good salary,free ticket,hotel discount agreements,good guys
","not clear career path, politics in company
Advice to Management
be honest and be fair
Helpfu","be honest and be fair
Helpfu",4.0,4.0,4.0,4.0,4.0,4.0,Recommends,,Approves of CEO
Wed Aug 09 2017, Software Engineer,Istanbul,Current Employee ,"Thinks globally, acts locally",1,"Working in a international company.
Free or cheap flights to more than 300 location.
Relax working conditions.
","There's a big bureacracy and no much carrier opportunities. 
Very active politics. 
Horrible Istanbul traffic
Advice to Management
Try to be clear and creative about carreer growth.
Helpful (1","Try to be clear and creative about carreer growth.
",3.0,3.0,3.0,1.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Tue Jul 11 2017, Engineer,Istanbul,Former Employee ,Engineer,0,"Discounted ticket benefits. The content of the jobs are usually satisfying, and I learned a lot about the airline business.
","Promotions are not based on performance but personal connections (usually from the political party in power). Salary raises are not performance based either.
Advice to Management
Try to adapt a performance based fair promotion system
Helpfu","Try to adapt a performance based fair promotion system
Helpfu",3.0,4.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Tue Jun 20 2017, Marketing,Sarajevo,Former Employee ,great company,0,"good leaders and lot of opportunity to advance
","some jobs are not paid that well
Advice to Management
nothing much
Helpfu","nothing much
Helpfu",4.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri May 19 2017,Anonymous,Istanbul,Current Employee ,Business Analyst,0,"Great and just this that
","few tip great but ok
Helpfu",,4.0,3.0,2.0,3.0,3.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Fri Jun 16 2017,Anonymous,Istanbul,Former Employee ,Flight attendant,8,"only the pay and benefits
","The company has no respect for flight attendants and does not stand by them in any case of inconvenience, the misogyny of the upper management is even felt in the cabin. Employees are governed and controlled by fear of losing their jobs if they do anything against the management or the ruling party more than love for their job or for the company.
Advice to Management
Read here and look at other reviews, as well. Stop being stubborn Turkish people and act like businesspeople. Analyse inputs coming from your employees without bias and use meritocracy not your blood lines to promote people or even hire people in the first place. In a fast age like this, with this short-sighted vision, you are doomed to lose and it is gonna be hard.
Helpful (8","Read here and look at other reviews, as well. Stop being stubborn Turkish people and act like businesspeople. Analyse inputs coming from your employees without bias and use meritocracy not your blood lines to promote people or even hire people in the first place. In a fast age like this, with this short-sighted vision, you are doomed to lose and it is gonna be hard.
",1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sat May 13 2017, Flight Attendant,Istanbul,Current Employee ,Bunch of idiot managers,2,"Insurance(without dental-without covering lots of them), travel everywhere, salary is little bit higher than national average . Just 8 time off in month
","Too bad management they dont know what they doing. They are acting like a sultans. They dont care you at all
Advice to Management
Retire
Helpful (2","Retire
",2.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Sat May 13 2017, Flight Attendant,Istanbul,Current Employee ,Bunch of idiot managers,2,"Insurance(without dental-without covering lots of them), travel everywhere, salary is little bit higher than national average . Just 8 time off in month
","Too bad management they dont know what they doing. They are acting like a sultans. They dont care you at all
Advice to Management
Retire
Helpful (2","Retire
",2.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Tue Apr 25 2017, Junior Business Analyst,Istanbul,Current Employee ,Bound up with 120 Countries,0,"It's great to have friends all over the world and to belong to the global world.
","I dont think THY has any cons.
Advice to Management
-
Helpfu","-
Helpfu",5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,
Sun Mar 26 2017,Anonymous,,Current Employee ,Cargo Sales and Operations officer,0,"Broads scope of responsibilities and roles.
","Limited growth due to restriction of supervisory roles to Turks.
Helpfu",,4.0,,,,,,,,
Mon Mar 06 2017,N/A,, ,Great company to work for,0,"Exciting Opportunities and environment to work in
","Management structure has to be updated to become more efficient
Helpfu",,5.0,,,,,,,,
Thu Mar 02 2017, Team Supervisor,Istanbul,Current Employee ,Team Supervisor,1,"Shortly , Multinational Company , great culture , earn too much fly and travel too much 

that's it.
","after 2 years or more you can get a bit bored because of fast paced enviroment. if you like ordinary life never try it mate :)
Helpful (1",,5.0,5.0,5.0,4.0,5.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Wed Mar 15 2017,Anonymous,,Current Employee ,turkish airlines,0,"dynamic, growing company, large network in all over the world
","bureaucracy, slow proccesing due to hierarchy, no performance management system
Helpfu",,3.0,4.0,2.0,2.0,4.0,2.0,,,
Sun Mar 05 2017, Marketing Specialist,,Current Employee ,bad management,0,"perks are wonderful, you can fly to anywhere with cheap fares.
","there is no career path. no room for improvement. traditional management, high bureaucracy, no autonomy
Helpfu",,3.0,2.0,1.0,1.0,4.0,1.0,Doesn't Recommend,,
Mon Jan 30 2017,Anonymous,Istanbul,Current Employee ,Sales and Traffic Agent,3,"Travel benefits for family members
","Reservation system should be simplified
Advice to Management
Good management
Helpful (3","Good management
",4.0,4.0,4.0,3.0,5.0,4.0,,,
Mon Jan 30 2017, Senior Software Engineer,Istanbul,Current Employee ,A great company to work!,0,"friendly environment, discount tickets, corporate culture
","old fashioned jobs, insufficient software development lifecycle
Advice to Management
IT department should be more flexible and open to emerging technologies
Helpfu","IT department should be more flexible and open to emerging technologies
Helpfu",5.0,4.0,3.0,3.0,4.0,1.0,Recommends,Positive Outlook,Approves of CEO
Mon Feb 13 2017, Software Engineer,Istanbul,Current Employee ,Software Engineer,0,"Looks good on your CV
Cheap tickets
","No career path for entry and mid level engineers
Broken software culture
So many employee who doesn't want to change himself/herself
Helpfu",,2.0,2.0,2.0,1.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Wed Feb 08 2017,N/A,"London, England","Marketing Manager in London, England",Marketing Manager,0,"It is possible to get great deals for airline tickets
Salary levels are fair in terms of industry standards
Working environment is friendly
","There is a constant change in management
IT systems require an upgrade
Overall management structure needs to be reviewed
Helpfu",,3.0,3.0,3.0,3.0,5.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Tue Feb 07 2017, SFI,Istanbul,Current Employee ,SFI,0,"Vecinity with my country
Facility to fly back home
","Currency rates
Difficulties with Turkish language
Helpfu",,3.0,,,,,,Doesn't Recommend,,Disapproves of CEO
Wed Jan 11 2017,Anonymous,,Former Employee ,Cabin Crew,0,"one of the best airlines
","Unstabilized Monthly Rosters effects you health and social llife
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Jan 04 2017,N/A,Bilbao,Sales and Traffic Agent in Bilbao,Great company to work in,0,"Different subjects to learn 
Exposed to different areas to develop the skills
","Nothing important to write here
Advice to Management
Go on to be globally active airline
Helpfu","Go on to be globally active airline
Helpfu",5.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Dec 25 2016, Senior Business Analyst,Istanbul,Former Employee ,Senior business analyst,0,"Good salary, travel benefits, work life balance
","too much political, you should know sb to promote
Helpfu",,4.0,5.0,5.0,2.0,5.0,3.0,,,
Mon Dec 26 2016,N/A,, ,Engineer,0,"Salary is above avarage, free tickets, good working hours
","Too politically-effected environment, managers with lack of management skills
Advice to Management
Be fair
Helpfu","Be fair
Helpfu",3.0,4.0,3.0,3.0,4.0,1.0,Disapproves of CEO,,
Mon Dec 19 2016,N/A,Istanbul,Specialist in Istanbul,Specialist,1,"a well-paid job for the standards of the country
benefits and employee rights are guaranteed under the union contract.
not a very stressful working environment.
","there is no career management and planning.
horrible human resources which does not even conduct periodical performance analysis since promotions depends on your high-level powerful relatives or your political stance rather than your qualifications and capabilities.
the most horrible management style ever.
Helpful (1",,3.0,3.0,2.0,1.0,5.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO
Fri Dec 02 2016,N/A,"Stockholm, Stockholm","Team Manager in Stockholm, Stockholm",not good not bad,0,"good salary
good collagues
pass tickets
CED tickets for your familiy
","so political
no change to promote if you are not one of them
Advice to Management
be fare
Helpfu","be fare
Helpfu",5.0,3.0,4.0,2.0,2.0,1.0,Doesn't Recommend,,Disapproves of CEO
Mon Nov 28 2016, Senior Business Analyst,Istanbul,Former Employee ,Project Manager,0,"discounted pass and ced ticket for you and family, ced ticket for mother, father sisters, and brothers
","not easyy defined career paths
Helpfu",,4.0,,,,,,,,
Sun Nov 13 2016,Anonymous,,Former Employee ,Revenue and Pricing Manager,0,"Health insurance for the employer only, family members cost deducted from the salary. Large flight benefits in a huge network. Well paid salary compared to the country standards.
","Poor HR, promotions mostly due to political views and personal relations. Inspite of successful look, very amateur commercial management, low job satisfaction.
Advice to Management
Turkish Airlines has a geographical competitive advantage in aviation industry. However, the partisan structure and nepotism ruins the company day by day.
Helpfu","Turkish Airlines has a geographical competitive advantage in aviation industry. However, the partisan structure and nepotism ruins the company day by day.
Helpfu",3.0,4.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Tue Oct 18 2016, Senior Finance Specialist,Istanbul,Current Employee ,thy,0,"Being a member in avaition sector is very exciting plus THY is one of the best airline companies throughout the world.
","Since the company is 49% owned by the government, it is widely open to politic affairs.
Advice to Management
It would be necessary for the company to focus on increasing the motivation of the employees.
Helpfu","It would be necessary for the company to focus on increasing the motivation of the employees.
Helpfu",5.0,3.0,3.0,2.0,4.0,2.0,Recommends,Negative Outlook,
Thu Oct 06 2016,N/A,, ,Exciting company,0,"Continuous growth
Lots of opportunities for learning
Flight benefits
","Does not have a formal performance system
Helpfu",,3.0,,,,,,,,
Wed Aug 31 2016,N/A,, ,general,0,"good salary, free airline tickets, good locaiton
","hard to get upgrade, not so much professional
Helpfu",,4.0,3.0,3.0,1.0,4.0,2.0,No opinion of CEO,,
Tue Sep 06 2016, Specialist,Istanbul,Former Employee ,Specialist,0,"Salaries; after 3 years it becomes highly better than overall in Turkey.
Pass tickets to nearly 300 destinations in the world. Otel agreements that personel can use with nice prices. Nice working places.
","Whether you deserve or not, hard to have upgrade on positions without anyone with strenght. Limited career opportunities. Not everybody is sure what they doing.
Supervisors not show a way to improve yourselves.
Advice to Management
Be objective. Give the rewards for the merit workers.
Helpfu","Be objective. Give the rewards for the merit workers.
Helpfu",2.0,2.0,2.0,1.0,4.0,2.0,Recommends,,
Thu Jul 14 2016,N/A,Istanbul,Flight Crew in Istanbul,Best Airline,0,"benefits, contract details, all the best
","working with shift style, sometimes this becomes a trouble if you have a family, children
Advice to Management
give more importance to senior employees
Helpfu","give more importance to senior employees
Helpfu",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Jul 15 2016, Business Analyst,Istanbul,Current Employee ,business analyst,0,"Free airplane tickets, relax working atmosphere
","bad carrier opportunities, bad location, no education plan
Helpfu",,3.0,4.0,1.0,1.0,2.0,4.0,Recommends,Neutral Outlook,
Wed Jun 08 2016,N/A,, ,Great working hours,0,"The environment was not stressful. They have great working hours. Moreover, If you are an employee, you have very big discount on flight tickets.
","Promotion among employees is very rare. Salaries are not so high. Human Resources strategies are inadequate. Career opportunities are so limited. There is lack of team soul.
Advice to Management
Human Resources Strategies for employees should be improved. Managers could be able to appreciate team work. Offices should have better conditions.
Helpfu","Human Resources Strategies for employees should be improved. Managers could be able to appreciate team work. Offices should have better conditions.
Helpfu",4.0,3.0,3.0,2.0,3.0,3.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Wed Jun 15 2016,Anonymous,Istanbul,Current Employee ,COMPANY CULTURE NEEDS TO CHANGE,0,"Great work environment 
Friendly staff and mid level management 
great perks 
only global brand of turkey
cheap flight tickets / discounted hotel prices
","company culture must change 
performance system must be introduced
only half of the personel do the actual work 
staff is not being trained properly
promotions are unjust
Advice to Management
company culture must change 
performance system should be introduced
staff is not being trained properly
promotions are unjust 
there is no career path set for staff
Helpfu","company culture must change 
performance system should be introduced
staff is not being trained properly
promotions are unjust 
there is no career path set for staff
Helpfu",3.0,4.0,1.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Jan 27 2016, Counter Agent,Douala,Current Employee ,Counter AGENT,0,"I am confident that with my experience in the travel industry, makes me a perfect candidate for this job
","Working at downsides will ease my transportation to work
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,,,
Wed Jan 20 2016,N/A,Dubai,Traffice Officer ( Former) in Dubai,Traffic Officer,0,"Very good Employer, saalry is always on time, Management is excellent , Turkish airlines sends you for courses in Istanbul on regular basis , all inclusive of Hotel , food and daily allowances. Free tickets for family and after 10 years for parents. Zonal Employee Discount agreement entitles to get tickets at 90% discount on most of the Airlines Turkish airlines has an agrement with.
","Many locally appointed staff dont get promotions very fast, while head office appointments get higher positions and also bonuses, but this trend is chaning now, many of my colleauges are now Managers.
Advice to Management
While announcing bonuses please do consider local employees also.
Helpfu","While announcing bonuses please do consider local employees also.
Helpfu",4.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Feb 01 2016,Anonymous,,Current Employee ,TA,0,"Biggest brand in turkey. Being proud of working for flag carrier
","There is no performance management
Helpfu",,3.0,2.0,2.0,2.0,4.0,2.0,Recommends,Neutral Outlook,
Mon Jan 04 2016,Anonymous,,Current Employee ,One of the best in Turkey,2,"There are additional benefits such as standby tickets and social supports when it compared other big corporate companies in Turkey.
","A lot of procedures you need to get rid of
Helpful (2",,4.0,4.0,4.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Mon Jan 11 2016,N/A,, ,Moderate,0,"Good salaray at first years of employment
","Wide range of hierarchy and laxk of specialization
Advice to Management
Right duty to right employee is required
Helpfu","Right duty to right employee is required
Helpfu",3.0,4.0,3.0,3.0,3.0,3.0,,,
