date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Wed Aug 07 2019, IT Financial Solution Manager,Istanbul,Current Employee ,IT Financial Solutions Manager - CIT Enterprise Solutions at Turkcell,0,"Turkcell’s target has been to become an integrated communication and technology services player in the region, operating a converged mobile and fixed network platform and offering a wide range of innovative products and services.
","Most of the operations run in the local market.
Helpfu",,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Jul 31 2019, Software Architect,Istanbul,Former Employee ,Great company,0,"Good pay, great benefits and work/life balance
","little meritocracy, office politics, too much government influence
Helpfu",,4.0,5.0,4.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 11 2019, Reporting Specialist,Bursa,Former Employee ,good company to work,0,"some benefits are given immediately
","company rules are extremely strict, limited career opportunities
Helpfu",,3.0,3.0,4.0,2.0,4.0,2.0,Recommends,Neutral Outlook,No opinion of CEO
Wed Jul 10 2019, Software Engineer,,Current Employee ,Company Features,0,"It is a good company
","No cons yet i think
Helpfu",,4.0,,,,,,,,
Fri Jul 26 2019, Customer Service Representative,,Current Employee ,Worst,0,"Nothing expected here all bad badbess
","Abusive bugggers mobbing thretens low profile
Helpfu",,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Wed Jun 26 2019, Marketing Specialist,,Current Employee ,Responsible for marketing and sales of digital products,0,"Work life balance, Environment, Company Reputation
","Pressure, Noninstitutional Structure in some cases
Helpfu",,4.0,,,,,,,,
Thu Jun 13 2019, Network Engineer,Istanbul,Current Employee ,New Grad Network Engineer,0,"Nice colleagues
Good enough salary 
Lots of education programmes
","Tasks are quite boring and repetitive 
Too much bureaucracy
Most of the time you feel like you did not accomplish anything
Helpfu",,4.0,4.0,2.0,3.0,4.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Thu Jun 13 2019,Anonymous,,Current Employee ,Developer,0,"Flexible working hours, home office
","Low salary by market, too much bureaucracy
Helpfu",,2.0,,,,,,,,
Sun May 26 2019, Business Analyst,Istanbul,Former Employee ,Good working place,0,"Great working environment. Good people.
","Cultural change in the management.
Helpfu",,5.0,4.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sun Jun 30 2019, Fintech Service Administrative ,Istanbul,Former Employee ,8 years in a toxic work culture(fintech service admin),0,"(Fintech Service administrator ) Decent salary, home office opportunities. Maybe a good choice for max 1 - 1.5 years.
","Terrible work culture. Strong hierarchy, no freedom. Speaking behind back is a tradition and so you will find yourself doing it as well! You will be afraid to speak and criticise at all times. In application operations department, you will be working in weekends and national holidays even if you are not on standby duty. You will be afraid to tell that it is your holiday and you shouldnt work. If you dont do as they ask, you will receive bullying and public shaming. 
Anonymous feedback forms are not 100% anonymous, and giving negative feedbacks is not a good idea.
Managers have huge ego and do only care about pleasing upper management.
Advice to Management
Fire leaders that create toxic work culture. Create a flat hierarchy with freedom and no fear. This will not be easy, but else Turkcell wont make survive in the next decade.
Helpfu","Fire leaders that create toxic work culture. Create a flat hierarchy with freedom and no fear. This will not be easy, but else Turkcell wont make survive in the next decade.
Helpfu",1.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri May 10 2019, Marketing Specialist,Istanbul,Current Employee ,Good working environment,0,"Open communication and good working environment
","Low salary, there isn't fair feedback system
Helpfu",,5.0,5.0,5.0,5.0,4.0,,Recommends,Positive Outlook,Approves of CEO
Sun May 12 2019,Anonymous,Istanbul,Current Employee ,Good,0,"Competitive salary 
Growth mindset
Working hours
","Schedule is very busy
Work hard
Helpfu",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue May 07 2019, Business Analyst,,Current Employee ,One of the best company to work for in Turkey,0,"Good working enviroment, good salary
","Slow work processes, gossip among employees
Helpfu",,4.0,4.0,5.0,5.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Apr 12 2019, Expert Business Analyst,Istanbul,Current Employee ,Top 5 Turkish companies to work,0,"Top 5 Turkish companies to work
","Too corporate company and unnecessary procedures
Helpfu",,5.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Wed Apr 24 2019, Transport Access Engineer,Ankara,Current Employee ,nice place to work,0,"Lots of side benefits like healthcare, shopping tickets..
","Stressful working environment, everyone trying to show himself in every situation
Helpfu",,4.0,3.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Apr 14 2019, Data Analyst,,Current Employee ,good place to work,0,"not to much work load. great beneffits
","hard to promote, ı dont like agile working
Helpfu",,4.0,,,,,,,,
Sat Mar 23 2019, Senior Pre,Istanbul,Former Employee ,Turkcell,0,"Very good to work at Turkcell.
","No cons in Turkcell.
Like a school.
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Mar 28 2019,Anonymous,,Former Employee ,Senior Product Manager,0,"Lots of horizontal career change opportunities, training and self-development options, leading new product challenges
","Work life balance, poor vertical career opportunities
Helpfu",,4.0,1.0,4.0,3.0,4.0,,Recommends,,
Sat Mar 23 2019, IT Audit Senior,Istanbul,Current Employee ,"No clear career growth and stuck in ""real"" politics",0,"home office policy per week.
","No clear career growth and stuck in ""real"" politics.
Helpfu",,2.0,5.0,1.0,2.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Mar 21 2019, Senior Product Manager,Istanbul,Current Employee ,best in turkey,0,"I can say its the best local company at Turkey
","salaries can be much more better
Helpfu",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Mar 21 2019, Senior Network Engineer,"Kavaklı, Istanbul",Current Employee ,The biggest gsm operator,0,"The biggest gsm company in Turkey . They are more agile compairing the ther operators.
","Growth rates are slowing. You can not move fast because of heavy internal procedure
Helpfu",,2.0,,,,,,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sat Mar 16 2019,Anonymous,N/A,Former Employee ,Not bad,0,"Nice salary comfortable work zone
","Hard to develop yourself, too big
Helpfu",,3.0,,,,,,,,
Tue Feb 12 2019,Anonymous,,Former Employee ,Decision is yours,0,"Benefits are really good.
Nice HR events.
Good working environment. People are friendly.
Good reference for CV
1 day a week home office opportunity
","Workload is always heavy and more than you can take. 
There is no busy period, it is always extremely busy and after a while this leads people to get bored and leave. 
They always want to do a lot of work in aggressive deadlines with as few people as possible.
Decision are taken by headquarters in Turkey (Turkcell) and here management just following their orders. 
They are using old technologies and not willing to change it
Helpfu",,3.0,1.0,5.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,
Tue Feb 05 2019, Senior Risk Management,Istanbul,Current Employee ,Career Killer,0,"Good peers around
work/life balance is good
","bad salary
no career opportunities
HR is the worst one
Helpfu",,3.0,5.0,3.0,1.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Fri Feb 01 2019,Anonymous,Istanbul,Former Employee ,Software Developer,0,"benefits, you can hide yourself easily from doing work
","old school technologies, managers are not professional enough
Helpfu",,3.0,2.0,2.0,3.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Fri Feb 01 2019,N/A,Istanbul,Manager in Istanbul,Was good to work,0,"Good working atmosphere, good friendship
","new leadership is different then empowering people.
Helpfu",,4.0,3.0,,,,,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Jan 28 2019,N/A,Istanbul,Corporate Account Manager in Istanbul,Corporate Account Manager - SME,0,"Prestigious brand, well organized
","Complex bonus scheme, limited career path, organisational change in every 3 months
Helpfu",,3.0,3.0,1.0,3.0,3.0,1.0,Negative Outlook,,No opinion of CEO
Sun Jan 13 2019,Anonymous,,Current Employee ,Senior Developer,0,"It is the biggest company in Turkey and it has over the million users. Well known company and career oppurtunities are much more. Salaries are very high.
","Humanity feelings are so bad between employees.
Helpfu",,3.0,3.0,5.0,4.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Tue Jan 08 2019, Security Engineer,Istanbul,Current Employee ,Not too bad,0,"The company is the best company to work in İstanbul. Salary is not bad
","The managers are a bit serious about everything
Helpfu",,3.0,4.0,2.0,3.0,3.0,3.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Jan 04 2019,Anonymous,,Former Employee ,Organizational Development and Process Improvement Senior Specialist,0,"Dynamic and technology-driven culture, working with experts and reputable partners teaches you a lot.
","No work-life balance, poor management, stressful and competition-based environment
Helpfu",,3.0,1.0,4.0,3.0,5.0,2.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Sat Dec 29 2018, Developer,N/A,Former Employee ,So so,0,"benefits, location, parties, company name
","big company big problem. You can't get your computer and network access for months.
Helpfu",,3.0,,,,,,,,
Wed Dec 05 2018,N/A,, ,Turkcell,0,"Flexible working hours and generous extra benefit
","Lack of communication between superiors.
Advice to Management
Communication among departmants needs to be change and more transparancy between team and manager should apply.
Helpfu","Communication among departmants needs to be change and more transparancy between team and manager should apply.
Helpfu",5.0,5.0,4.0,4.0,5.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Wed Dec 19 2018, Manager,Istanbul,Former Employee ,Business hierarchy,0,"Best wages in the country, comfortable working areas and close friendships.
","Complicated and unclear business hierarchy, undefined job roles and too many people engagement with too many meetings. Meetings shall be held effectively and be reported adequately.
Advice to Management
Be more engaged to the staff, stop unrealistic perceptions.
Helpfu","Be more engaged to the staff, stop unrealistic perceptions.
Helpfu",4.0,5.0,3.0,4.0,4.0,3.0,Recommends,Negative Outlook,Disapproves of CEO
Wed Nov 21 2018,Anonymous,Istanbul,Former Employee ,Senior Business Analyst,0,"Opportunities to improve the future career of the employee with a lot of trainings, workshops, programs
","Management , changes in the culture, conservative perspective
Helpfu",,4.0,3.0,2.0,4.0,5.0,2.0,No opinion of CEO,,
Thu Nov 08 2018,Anonymous,,Former Employee ,About job,0,"I got positive experiences about business life.
","It's going down in the current market.
Helpfu",,3.0,2.0,5.0,4.0,3.0,4.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Sun Oct 21 2018,Anonymous,Istanbul,Current Employee ,Senior Software Engineer,0,"Benefits for you and your family.
","Management at higher level is too bad. Dont support to build new techs.
Advice to Management
If you want to a tech company then behave like one
Helpfu","If you want to a tech company then behave like one
Helpfu",3.0,3.0,2.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Oct 18 2018, Senior Software Engineer,Istanbul,Current Employee ,Comfortable working area,0,"-one day a week mobile work.
-comfortable working place.
-no hard work.
","-good company to forget what you you know.
-you can't improve your abilities because there is no challenge tasks or projects
-team leaders or managers generally do not understand the technologies. 
-low salary.
-not good for career opportunities because, there is favoritism.
Helpfu",,3.0,4.0,4.0,1.0,2.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Sat Sep 29 2018,Anonymous,,Former Employee ,company to work in,0,"educate and improve yourself very well
","forget about your social life
Helpfu",,5.0,1.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 11 2018,Anonymous,,Current Employee ,Network Engineer,0,"good benefits, health insurance, bonus payment, good learning environment, trainings
","stresfull, busy working environment, bad work-life balance, Micromanagement,
Helpfu",,4.0,,,,,,,,
Mon Sep 24 2018,Anonymous,,Former Employee ,working in IT at Turkcell Technology,1,"Learn a lot, good colleagues, broad vision
","work & balance, appreciation, career path
Helpful (1",,2.0,1.0,2.0,2.0,4.0,3.0,Doesn't Recommend,,Disapproves of CEO
Sat Sep 22 2018,Anonymous,N/A,Former Employee ,Unqualified Top Management,1,"Social activities, salaries above medium level.
","Unqualified top management with political motivations chosen.
Helpful (1",,3.0,4.0,3.0,3.0,4.0,2.0,,,
Fri Sep 14 2018, Developer,Istanbul,Current Employee ,Good company,1,"Dont have any pros. There are a lot old hand people.
","Management, work quality, overtime issues
Helpful (1",,3.0,3.0,2.0,3.0,4.0,2.0,Doesn't Recommend,,Disapproves of CEO
Fri Aug 31 2018, Customer Support Specialist,Nicosia,Former Employee ,Great place to work,0,"Great and amazing place to work
","Sometimes it can be stressful.
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Sep 14 2018,Anonymous,,Former Employee ,Good place to work,0,"Good brand...Global approach...Good training opportunities
","You must be someone's man
Helpfu",,4.0,4.0,4.0,4.0,3.0,4.0,,,
Wed Sep 12 2018, Manager,Istanbul,Former Employee ,Channel management,1,"Working conditions and salaries are Good
","Goverment manages to turkcell...This is real problem
Helpful (1",,3.0,2.0,3.0,1.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO
Thu Sep 13 2018,N/A,Tarsus,Human Resources Manager in Tarsus,Low job environment quality. Unprofessional personal relations,1,"Big company, service, good office, by the sea
","Horrible management, poor codes of ethics
Helpful (1",,2.0,2.0,1.0,3.0,1.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Sun Sep 02 2018, Manager,Istanbul,Former Employee ,"When you graduate from Turkcell, you are full fledged and you are a telecom expert!",1,"Processes are defined well. Nice colleagues. Good to work in a dynamic and technological company. Proud of working in a leading mobile company.
","Frequent organizational changes lead to focus loss and delays in adaptation. Multiple work responsibilities in different departments cause inefficiencies and chaos. Incapable managers/division heads having no idea about business and people management, are promoted with no logical idea behind and this leads to demotivation, frustration and distraction. Plus, these managers concentrate only on themselves because of fear of losing their seats but do not care about their team development at all.
Advice to Management
Focus on organizational development and create teams from capable people. Get rid of useless managers who have no idea about business and people management. Invest in young generation.
Helpful (1","Focus on organizational development and create teams from capable people. Get rid of useless managers who have no idea about business and people management. Invest in young generation.
",3.0,3.0,4.0,3.0,4.0,2.0,Recommends,Neutral Outlook,No opinion of CEO
Fri Aug 31 2018,Anonymous,,Current Employee ,A Good Place To Work,0,"Turkcell is a big company, there are lots of opportunities to growth in your carrier.
Good salary among other companies in Turkey.
Turnover rate is low, there are lots of experienced developers.
","It is really an issue to follow the trending technologies. Turkcell doesn't invest on technologies as much as it should be in the recent years.
Helpfu",,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Tue Aug 14 2018,Anonymous,,Former Employee ,System Administrator,0,"Very good culture 
Very good benefits
Very good team work
","Career development
Internal transfers
Some missing skills on lower management
Helpfu",,5.0,5.0,5.0,4.0,5.0,4.0,Recommends,,
Mon Aug 13 2018,Anonymous,,Former Employee ,Android Developer,0,"+Good working enviroment
+Friendly colleagues
+Relatively good salary levels
","None that I can think of.
Helpfu",,4.0,5.0,3.0,4.0,4.0,4.0,,,
Thu Jul 26 2018,Anonymous,,Current Employee ,Financial Controller,0,"Great place to work, Homeoffice work option
","Not enough space to get promoted
Helpfu",,5.0,5.0,4.0,4.0,5.0,4.0,,,
Wed Aug 29 2018,Anonymous,,Current Employee ,dont use sabbatical,0,"too many low level managers that know nothing about your job, and they know little about your domain:) they have very little chance to find a job after this company, good luck
","managers threaten employers about using sabbatical, they say if you use it that means you want to quit. Some employers have fired while they are using their sabbaticals.
Advice to Management
just do your work ethically
Helpfu","just do your work ethically
Helpfu",1.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Jul 31 2018,Anonymous,,Former Employee ,Strategy Development,0,"Challenging and a lot of options for new business growth. Spares a well amounted budget for new business.
","Too many organizational changes take place.
Helpfu",,4.0,5.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Jul 26 2018, Software Developer Expert,Istanbul,Former Employee ,Thinks are changing negatively,1,"One of the best innovative companies in Turkey
","Corrupted and unskilled managers, unfair promotions, lacking open communication and integration
Advice to Management
Return back the origins and standards where Sureyya Ciliv fought to establish for years
Helpful (1","Return back the origins and standards where Sureyya Ciliv fought to establish for years
",2.0,3.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Jul 19 2018,Anonymous,,Current Employee ,Product Manager,1,"Good salary, good benefits, have 2 starbucks, have sport center and health department
","Relationship with government is disturbing, CEO dominant management puts bondaries
Helpful (1",,3.0,3.0,1.0,4.0,4.0,2.0,Positive Outlook,,No opinion of CEO
Wed Jul 18 2018,Anonymous,,Former Employee ,Digital services technical product manager,0,"different products, focus on digitalization
","corporate company burden,
 lots of people affecting the delivery
Helpfu",,4.0,3.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,
Thu Aug 02 2018, Senior Software Engineer,,Current Employee ,Worst work place for best. Best work place for worst.,1,"Shake your head get your salary.
Friendly work environment.
","No authority in teams.
Only actual working of 2 hours for a day rest is for resting.
No company culture for doing or making a work done.
Callig themselves as a Tech Company but no tech awareness at all.
Managers and team heads are unaware of what is being done by team.
No clear path work career. Metrics can change easily according to the people wants to be promoted.
Worse tech usage and code writing than a group of college freshman.
No consesus on how to do the job nearly always.
No equal importance for group in same directorate.
Advice to Management
Do not promote best devs. Do promote devs. that best manage people.
Helpful (1","Do not promote best devs. Do promote devs. that best manage people.
",1.0,4.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Tue Jun 19 2018, Principal Engineer,Istanbul,Former Employee ,Good Place to work,0,"I worked around 6 years at Turkcell and I think it's very good atmosphere for work and good choose for improve skills
","It is changing, occasional motivation may fall
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Tue Jun 26 2018,N/A,Istanbul, in Istanbul,Turkcell Review,0,"Flexible compensation package 
Working from out of office once a week
Working hours: 07:30 to 4:30
Great location in Istanbul
","The culture 
If you want to change even a little thing you have to fight against the status quo
Helpfu",,2.0,3.0,2.0,2.0,5.0,1.0,Recommends,Positive Outlook,Disapproves of CEO
Wed Jun 20 2018,Anonymous,Istanbul,Current Employee ,TURKCELL as a company,0,"Great benefits, exciting projects and satisfactory package
","No career move, changing culture to more conservative
Advice to Management
Changing the organization to make more room for career advances
Helpfu","Changing the organization to make more room for career advances
Helpfu",3.0,5.0,3.0,2.0,5.0,2.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Tue May 22 2018, Software Test Engineer,Istanbul,Current Employee ,Software Test Engineer,0,"People are friendly, 
nice environment,
supportive managers,
highly skilled people to learn from
","deadlines,
work life balance.
documentation over verbal
Helpfu",,5.0,3.0,5.0,5.0,5.0,4.0,Recommends,,Disapproves of CEO
Wed May 23 2018,Anonymous,,Current Employee ,"Good company, based on Turkey standards",1,"- Flexible working hours
- Leading digital / technology firm in the area
- Really good benefits in terms of education, social life etc
","- Everything comes down from the CEO, and basically what he says determines the company's goals etc. No collaborative brain-storming environment in the company
- Career development is weak, patronage exists
Helpful (1",,3.0,4.0,1.0,2.0,4.0,1.0,Recommends,Neutral Outlook,No opinion of CEO
Wed May 09 2018,N/A,, ,Care employee as a person rather than a resource,2,"Good additional benefit
Good place to know work environment
Good place for networking 
Huge advantage for CV after getting experience in there 
A lot possibilities that don’t exist other places
","No innovation,
Doesn’t produce technology, just purchases and uses
Unqualified manager in managing people and decision making
Discrimination between employees and teams
No clear career path and no support
Low level salary , a lot work and pressure
A lot of lazy people, can’t fire them 
Frequent organization changes and high turnover
Unbalaced workload in teams
No employee value
So many
Advice to Management
Give a common meaning to employees 
Give value to employees and what they deserve
Don’t purchase technologies , produce them
Don’t say to employees what they must do , give them taking initiative right
Change recruitment techniques, they don’t work
Care personality and communication rather than college, gpa.They don’t work
Helpful (2","Give a common meaning to employees 
Give value to employees and what they deserve
Don’t purchase technologies , produce them
Don’t say to employees what they must do , give them taking initiative right
Change recruitment techniques, they don’t work
Care personality and communication rather than college, gpa.They don’t work
",3.0,2.0,1.0,2.0,3.0,1.0,Disapproves of CEO,,
Thu Apr 12 2018,Anonymous,Istanbul,Current Employee ,Customer Experience Program Manager,0,"great people, great flexibility, real corporate company
","Hard to get promotion. The salaries were better in the past
Advice to Management
do not let good people to leave because of salary
Helpfu","do not let good people to leave because of salary
Helpfu",4.0,4.0,4.0,3.0,4.0,2.0,Recommends,Positive Outlook,Disapproves of CEO
Wed Apr 11 2018,Anonymous,,Current Employee ,Good place to work for!,0,"Ability to work from home 4 times a month
","New headquarters location is a bit far from the city center
Helpfu",,4.0,5.0,3.0,4.0,5.0,3.0,,,
Sat Mar 17 2018,Anonymous,,Current Employee ,Not Open For Career Growth,3,"Nice working environment
Good benefits for employers
","Goverment pressure. 
No Clear Career Path
Helpful (3",,3.0,2.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,
Sun Mar 11 2018, Senior Software Developer,Istanbul,Former Employee ,Not for smart people and not fair,6,"Good brand name. The best telecommunication company in Turkey.
Flexible perks, health insurance, mobile phone, shuttle, gift coupons
Attend to international conferences
Yearly bonus based on performance
Home office four days a month
Flexible working hours
Extra vacation days after three years
Birthday vacation
Gym, coiffeur, dry cleaner, an organic bazaar in office
","The salary increase is not high. If you work for long years, salary becomes very low. There is no salary adjustment.

Government influence is very high. Government supporters are hired in these days. If you are government supporter, it does not matter if you do your job or not.

The headquarter is not enough for so many people. 

The catering company is very bad. I hardly had my lunch there. It has a close relationship with the government, so nothing happens.

There is no career path. You do not know what will happen in the future.

There is a very chaotic environment. Who does what is very uncertain. Employees focus on how not to do a job. 

Managers are lack of technical abilities. They do not have leadership abilities. They do not what-what their employees are working on.

HR is not available. I did not even see HR while I was leaving my job.

Good employees are escaping from the company.

Not a fair company. If you are a bad employee, the company gives you a reward and you leave your job. But if you are a good employee and leaving the job, it gives nothing. I know some people not working for years to make them fired and get a reward.

Not for innovative and smart developers. You are only a headcount in the database.

They do not give responsibility to employeers but wants to be done perfectly from them.
Helpful (6",,3.0,3.0,3.0,3.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Fri Feb 23 2018,Anonymous,,Former Employee ,Turkcell,0,"Best Turkish technology company to work
","Need to invest more to R&D
Helpfu",,4.0,,,,,,,,
Sun Feb 18 2018,Anonymous,Istanbul,Current Employee ,Procurement in Turkcell,0,"Leading telco company in Turkey
Good salaries
Good subsidiary
","Not agile
Don't have a procudered talent management
Helpfu",,4.0,1.0,2.0,2.0,4.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Thu Feb 15 2018, Project Manager,Istanbul,Former Employee ,Bets place to work,0,"Good salaries, wel fitted organisation and high tech projects
","Bad manager choice often tends to distract new commers
Advice to Management
Try to choose more competitive and less intrusive managers
Helpfu","Try to choose more competitive and less intrusive managers
Helpfu",3.0,4.0,4.0,3.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Mon Jan 29 2018,Anonymous,,Former Employee ,Team head,0,"Good benefit and good place to eork
","Work hard and much more competitors
Advice to Management
Carrier
Helpfu","Carrier
Helpfu",4.0,2.0,5.0,3.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Sat Jan 13 2018, Software Engineer,Istanbul,Former Employee ,Used to be a great workplace,0,"experienced team with passion to make the product perfect
","bad high level management for many reasons
Helpfu",,5.0,5.0,4.0,4.0,4.0,4.0,Recommends,Neutral Outlook,
Wed Jan 24 2018,Anonymous,Ankara,Former Employee ,english speaking citizen representetive,0,"highest pay in call centers
","nothing.really true.may be only just few people were there that im glad to meet. And thats it no cons.completely bad management, includes mobbing.
Advice to Management
changethat management get completely new one.
Helpfu","changethat management get completely new one.
Helpfu",2.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Tue Jan 16 2018, Analyst,Istanbul,Current Employee ,Average,0,"Friendly environment, salary, benefits, social environment
","Nothing, it is above the average
Advice to Management
Can be more agile
Helpfu","Can be more agile
Helpfu",4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Jan 17 2018,N/A,Istanbul,Product Manager in Istanbul,One of the best in Turkey,0,"-Education for professional and personal development
-Competitive salary (on entrance)
-Home-office one day per week
-Better working hours (7.30-16.30)
","-Hard to get promoted.
-Insufficient year based salary increase.
Helpfu",,4.0,4.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Dec 27 2017,Anonymous,Ankara,Former Employee ,Institutional & Governmental Relations / Section Manager,0,"an innovative company that makes employees feel happy and useful
","the current political authority is effective and determinant on the company
Advice to Management
company need more effective and fair performance system
Helpfu","company need more effective and fair performance system
Helpfu",5.0,5.0,5.0,3.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Jan 07 2018, Sales Manager,Istanbul,Former Employee ,Sales Manager,0,"Positive attitude
Flexible benefits package 
Room for growth
Encourage to take initiatives
Training opportunities
Competent and smart people
","Work load
Hierarchical structure
Frequent Restructuring
Management change
Started to loose competent people
Advice to Management
Better resource planning
Helpfu","Better resource planning
Helpfu",4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Tue Dec 12 2017, Senior IOS Developer,Istanbul,Current Employee ,Corporate Company,0,"It is a corporate company with over 10.000 employees.
Free service
Good working environment.
Very good benefits.
","Avarage salary.
Slow business processes.
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Dec 25 2017, Manager,Istanbul,Former Employee ,Manager at Turkcell,0,"One of the biggest GSM operators in the world, you can learn a lot
","Stressful, overtime needed, you don't need much valuable as an employee
Advice to Management
They should work as one team instead of competing with other teams.
Helpfu","They should work as one team instead of competing with other teams.
Helpfu",3.0,1.0,1.0,4.0,3.0,1.0,Recommends,Neutral Outlook,No opinion of CEO
Sun Dec 03 2017, Sales Account Manager,Antalya,Former Employee ,Not bad,0,"Salary and benefits are good enough
","work and life balance isn't how it should be
Helpfu",,3.0,2.0,3.0,2.0,4.0,2.0,Recommends,Neutral Outlook,No opinion of CEO
Wed Nov 29 2017,Anonymous,,Former Employee ,Good to work,0,"lots of benefits in turkcll
","nothing to there in turkcell
Advice to Management
nothing
Helpfu","nothing
Helpfu",3.0,3.0,4.0,3.0,3.0,4.0,,,
Mon Nov 13 2017,Anonymous,,Current Employee ,OD,0,"Flexible C&B packages, great focus on employee development through innovative academic programs
","No work/life balance. 
Mediocre pay.
Helpfu",,4.0,1.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sun Nov 12 2017, Software Developer,Istanbul,Current Employee ,Developer,0,"Average+ salary and opportunity to improve skills
","Old tools are so much placed in the company.
Advice to Management
Stay connected with developers
Helpfu","Stay connected with developers
Helpfu",4.0,4.0,4.0,4.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Thu Oct 26 2017, Software Developer,Istanbul,Current Employee ,Java Developer,3,"Working hours give great advantages to avoid losing time on the way home. Work and life can be balanced if you work smartly. Side benefits and working environment are great for Turkey (Flexible side benefits, gym at work, coiffeur, tailor, dry cleaner).
","Team leads are lack of technical knowledge and they are not following new technologies, trending topics and current telecommunication breakthroughs. Employee career path is not well defined and most of time you need to responsible for things which are not defined in your responsibilities.
Advice to Management
Follow new technologies and encourage team members to experiment new techs.
Define a SMART way for career path with HR Account Manager
Define a responsibility lines for your team and dont allow your team across to these lines.
Manage team and project with agile methodologies not agileish ones. It is waste of time.
Helpful (3","Follow new technologies and encourage team members to experiment new techs.
Define a SMART way for career path with HR Account Manager
Define a responsibility lines for your team and dont allow your team across to these lines.
Manage team and project with agile methodologies not agileish ones. It is waste of time.
",3.0,4.0,2.0,3.0,5.0,2.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
