date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Aug 22 2019, Quality,Ankara,Former Employee ,nightmare,0,"Just Salary was good. it was a nightmare.
","Mobbing, defamations, reduce salary without any notice. FARMVILLE amateurs school.
Advice to Management
don't eat governments budget.
Helpfu","don't eat governments budget.
Helpfu",1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,
Sun Jul 28 2019, Manufacturing Engineer,Ankara,Current Employee ,One of the biggest in Turkey,0,"Better salary than its competing firms.
","Long working hours. Too distant to the city center.
Helpfu",,3.0,2.0,3.0,2.0,4.0,1.0,Recommends,,
Tue Jun 04 2019,Anonymous,Ankara,Current Employee ,Stabil work place,0,"It is stabilized, safe and protects employees.
","Not much dynamic work place, not new techs are used and no easy internet access uring working.
Helpfu",,4.0,3.0,5.0,4.0,,,,,
Mon May 27 2019, Design Engineer,Ankara,Current Employee ,Not a good begining,0,"You can learn implementation in Avionic Technology in nowadays and you may have a chance to follow new developments
","Too much bureaucracy, specific jobs to company, yo may narrow your future area of working, management of QA is not good
Helpfu",,2.0,2.0,1.0,5.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,
Sat Jun 15 2019, Senior Systems Engineer,,Current Employee ,TAI,0,"Strong company, government share
","Location, long working hours, poor social
Helpfu",,1.0,1.0,4.0,3.0,3.0,2.0,Doesn't Recommend,,
Tue May 21 2019,Anonymous,,Former Employee ,Project Analyst,0,"It is a structured company with well-known processes
","there is too much bureaucracy in place, processes are taking a long time to execute.
Helpfu",,2.0,,,,,,,,
Wed May 15 2019,Anonymous,,Current Employee ,So So,0,"salary, high tech abilities, leader in turkey for the market, five thousand engineer
","Corruption, not qualified management, dismotivating environment, working hours
Advice to Management
focus on skills rather than political views.
Helpfu","focus on skills rather than political views.
Helpfu",2.0,,,,,,,,
Thu Apr 25 2019, Project Manager,Ankara,Former Employee ,"Very bias management,",0,"Above average fresh graduate salary in Turkey standards.
","No promotion or salary raise for years.
Helpfu",,2.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,,
Sun Mar 31 2019, Engineering Intern,Ankara,Current Employee ,Review of Turkish Aerospace Industry For Humans Wellness,0,"Salary is good :) Different place to work (Istanbul, Ankara etc.). The Ankara campus is like a technological village.
","The firm has is own missions, and to achieve this, employees work hard.
Advice to Management
More working doesn't mean more achievement, people must rest to do their best.
Helpfu","More working doesn't mean more achievement, people must rest to do their best.
Helpfu",4.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Thu Mar 28 2019,Anonymous,,Current Employee ,Good,0,"The company has great potential
Good working environment
","Internal systems could be improved
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,,,
Wed Apr 10 2019,Anonymous,,Former Employee ,Getting bigger and bigger everyday,0,"TAI (with new name Turkish Aerospace) is the oldest and biggest aerospace company in Turkey. They are expending so fast, every week more than 100 person starts in company. There are a lot of different projects and tons of different departments. Some departments and projects work in world class quality due to the customers like Boeing and Airbus, but some other departments cannot reach that level and managed poorly. Huge funds are given by government so their future is 
- Pays well enough considering market average.
- Facility in Ankara has good employee services like fitness, housing, hospital, school, parks, ideal to leave if you do not mind being far away from social activities or city center.
- If hired by a good department there is so much opportunities to learn and develop yourself, perfect for new graduates.
- Funding for most projects especially domestic ones are huge and this will bring world class training and travel opportunities.
- Working in a Boeing, Airbus or similar big projects makes you a ideal candidate for jobs located in foreign countries and ease moving out of country.
- Company encourages further education (masters and doctorate) as long as you prove that this will an asset for company in the future. 
- Health insurance package is over the market average.
","- Company does not have an independent modern management system, it is controlled by government and this will effect upper management assignments, not all managers have required skills.
- There is a clear favoritism for most of non technical positions, sometimes for technical positions as well.
- There is too much circulation, skilled people choose to live company after getting enough experience.
- If you experience problems in your department, most of the time they do not let you to move another department, moving inside company is limited unless you are really needed by more important department.
- There are too much unskilled and under performanced staff, most of them can work in company until retirement unless they do something illegal or highly immoral. This reduces the efficiency and also reduces the motivation of people who shows good performance. 
- There is a huge pressure on employees due to tight deadlines, especially projects related with domestic products which are used by government as a political material during election periods.
- Working hours are 45 hours per a week, not the best in market.
Helpfu",,3.0,2.0,1.0,3.0,3.0,1.0,Doesn't Recommend,Positive Outlook,
Sun Mar 10 2019, Design Engineer,Ankara,Former Employee ,Design Engineer,0,"Good payment and good side benefits
","Executives are strongly depended to political stuff
Helpfu",,4.0,4.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,
Wed Feb 06 2019, Design Engineer,Ankara,Current Employee ,"worsening working conditions, too long work hours",0,"above average salary (but below or average for defense industry)
","too long work hours,
constant worsening of working conditions,
far from the city & transportation is an issue,
they treat engineers as physical workers,
very static and boring working environment
Helpfu",,3.0,2.0,3.0,4.0,4.0,2.0,Negative Outlook,,
Sat Jan 19 2019, PPC Specialist,Ankara,Current Employee ,Production Planning and Control Expert,0,"one of the biggest companies in Ankara
aviation
","too far from citycentre
working hours
Helpfu",,4.0,3.0,4.0,4.0,5.0,3.0,,,
Fri Jan 25 2019, Mechanical Engineer,,Current Employee ,good place for aerospace and mehcanical engineers,0,"only aerospace company at Turkey 
good salary
","incapable managers
unfair decisions
too long working hours
Helpfu",,3.0,1.0,3.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,
Mon Feb 11 2019, Software Design Engineer,,Current Employee ,High work hours and bad management,0,"Good domain.
Low risk to get fired.
Good health insurance.
","Work hours are too long. Too strict hours and policy that do not allow you to educate graduate programs. Bad managers and management. Bad processes to develop software. New ideas do not get supportive behaviour from managers. No special life respect. Less amount of experienced employees than un experienced.
Helpfu",,1.0,1.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Negative Outlook,
Wed Jan 02 2019,Anonymous,Ankara,Current Employee ,Design engineer,0,"Tai has many promising platforms
","Hiring too many unexperienced people, firing many experienced people, high turn over, no clear career path, political decision making, lack of smart management, long office hours, lack of quality in work environment and people
Helpfu",,2.0,1.0,2.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,
Sun Dec 23 2018,Anonymous,,Current Employee ,average,0,"Multi-disiplinary and skilled personel environment
","Low salary for the experienced positions
Helpfu",,3.0,3.0,2.0,3.0,3.0,2.0,Recommends,Negative Outlook,
Wed Nov 21 2018,Anonymous,,Current Employee ,Design Engineer,0,"Above country average salary.
Many things to learn.
","No work-life balance
Project management skill set is low.
Endless re-organizations.
Helpfu",,2.0,1.0,2.0,2.0,4.0,1.0,Doesn't Recommend,,
Sat Oct 27 2018,Anonymous,Ankara,Current Employee ,Contracts Manager,0,"People, environment, benefits, industry, climate
","Long hours, location, travel benefits
Helpfu",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sat Nov 03 2018,Anonymous,,Current Employee ,Design Engineer,1,"There are many departments to work on from satellite divisipon to helicopter
","There are so much unplanned activities and time-press
Helpful (1",,2.0,2.0,2.0,3.0,2.0,2.0,Doesn't Recommend,,
Fri Nov 02 2018,Anonymous,Ankara,Former Employee ,Software Engineer,0,"medium salary, easy job, less stress
","very slow company, no vision, lots of useless people around
Helpfu",,3.0,3.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,
Tue Oct 16 2018,Anonymous,"Kazan, Ankara",Former Employee ,Best Place to Work in Ankara,0,"Working with the kindest people in that city. 
Lots of opportunities to travel aboard. 
Periodic salary increase and bonuses.
Most things about your future will be clear, no surprises.
","After a while it gets depressing to make the same job over and over again.
Old management decisions are not satisfactory.
Some managers seem to be directly under the control of higher level managers.
Helpfu",,5.0,5.0,5.0,3.0,5.0,4.0,Recommends,Positive Outlook,
Sun Oct 07 2018, Stress Engineer,Ankara,Current Employee ,Ok place to work,0,"Good pay
Flexible work hours
Overtime is paid
","No room for growth
Long commute
Helpfu",,3.0,3.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,
Sun Sep 23 2018, Engineer,Ankara,Current Employee ,Great Dreams,0,"Target projects are really exciting
","Growing too fast causes organizational problems
Helpfu",,4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,
Sun Sep 23 2018, IT Software Engineer,"Keçiören, Ankara",Current Employee ,IT Engineering Software Management,0,"Best Turkish Aerospace Industry Corporation
","No career path for an engineer
Advice to Management
Trust us, we are an engineer
Helpfu","Trust us, we are an engineer
Helpfu",3.0,4.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Sat Sep 22 2018,Anonymous,Ankara,Former Employee ,Manufacturing Engineer,0,"Good salary compared to country average
","hard to improve engineering skills
Helpfu",,2.0,3.0,3.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,
Fri Sep 21 2018,Anonymous,,Former Employee ,just ok,0,"working 
times
benefits
Culture & Values
Glassdoor the most trusted place to find
","social funds
open career oportunities
Helpfu",,3.0,3.0,4.0,4.0,3.0,3.0,Doesn't Recommend,Negative Outlook,
Fri Aug 31 2018,Anonymous,Ankara,Current Employee ,TAİ,0,"One of the best employees of Turkey
","To much bureaucracy, you easily get a promotion if you know persons, otherwise it sucks
Helpfu",,5.0,3.0,4.0,4.0,3.0,2.0,Recommends,Neutral Outlook,
Sun Aug 26 2018,Anonymous,N/A,Former Employee ,Nice campus,0,"Competitive salary, nice campus, friendly environment
","Away form city, lots of redtape
Helpfu",,4.0,,,,,,,,
Mon Aug 20 2018, Senior Engineer,Ankara,Current Employee ,Good place to work,0,"Good environment for newly graduates to learn
","Location, far from city about 40 kms
Helpfu",,4.0,3.0,4.0,4.0,4.0,3.0,Recommends,Positive Outlook,
Fri Aug 17 2018,Anonymous,,Former Employee ,TAI,0,"Good place to improve skills in aerospace industry
","Not enough fair to promote employees
Helpfu",,4.0,3.0,4.0,3.0,4.0,3.0,Recommends,,
Tue Aug 14 2018, Mechanical Engineering Co,Ankara,Current Employee ,Get experienced on thermal aspects of a satellite design.,0,"The company is willing to do new projects, that's why anybody can improve himself/herself here.
","You can be left alone with the whole workload.
Advice to Management
Should be more selective when deciding on new employees
Helpfu","Should be more selective when deciding on new employees
Helpfu",4.0,3.0,4.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 11 2018, Senior Design Engineer,Ankara,Current Employee ,UAV Department Review,0,"- Deal with real world problems
- Satisfaction guarantee for designers
","- Disgrace project planning
- Always chaotic enviroment
Helpfu",,4.0,2.0,2.0,3.0,3.0,3.0,Recommends,,
Tue Aug 07 2018,Anonymous,Ankara,Former Employee ,Procurement Specialist,0,"High-tech, exciting projects
Dynamic work
Lots of opportunities to learn new things
","Hierarchy is riddicilously strong
You are expected to work overtime
Helpfu",,4.0,2.0,4.0,4.0,3.0,2.0,Recommends,Neutral Outlook,
Sun Jul 22 2018,Anonymous,,Former Employee ,Project Management Specialist,0,"Good work environment, good campus
Prestigious company
","Biased senior management
Poor meeting management
Helpfu",,3.0,4.0,4.0,4.0,5.0,2.0,Recommends,Positive Outlook,
Sun Jul 15 2018,Anonymous,,Current Employee ,good place to work,0,"flexible working hours, good payment, new things to learn
","no additional benefits, management is not fair, long working hours
Advice to Management
nothing
Helpfu","nothing
Helpfu",3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,
Sun Jul 15 2018, Software Engineer,Ankara,Former Employee ,tai,0,"being able to learn developing do-178b software
","old software development environment, hard to move to the newer technologies
Helpfu",,3.0,1.0,1.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,
Thu Jul 12 2018, Thermal Engineer,Ankara,Current Employee ,Aerospace Company in Ankara,0,"High salary, flexible working hours
","Bad management, location is off
Helpfu",,3.0,3.0,4.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Jun 18 2018,Anonymous,Ankara,Former Employee ,Electrical Design Engineer,0,"The projects are innovative and national.
","People and environment is manipulative.
Helpfu",,3.0,,,,,,,,
Sat Jun 02 2018,Anonymous,,Current Employee ,Work enviorement,0,"Nice place to work here
","Campus away from the city
Helpfu",,5.0,,,,,,,,
Tue Jun 12 2018, Design Engineer,Ankara,Former Employee ,not a good experience,0,"Well organized, good salary, introvert enviroment (if you like it, me not so much)
","Too stable, slow decision making system, a way crowded
Advice to Management
observe more
Helpfu","observe more
Helpfu",2.0,1.0,2.0,1.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,
Wed May 30 2018,Anonymous,,Current Employee ,Systems Engineer,0,"There are plenty of growth opportunities and the business is global.
","poor salary, politics inside the company
Helpfu",,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,
